student_id,week_number,status
S0031,4,no_action_needed
S0031,5,no_action_needed
S0031,6,no_action_needed
S0031,7,no_action_needed
S0032,1,no_action_needed
S0032,2,no_action_needed
S0032,3,no_action_needed
S0032,4,unresolved
S0032,5,unresolved
S0032,6,unresolved
S0032,7,unresolved
S0033,1,no_action_needed
S0033,2,no_action_needed
S0033,3,no_action_needed
S0033,4,unresolved
S0033,5,unresolved
S0033,6,unresolved
S0033,7,unresolved
S0034,1,no_action_needed
S0034,2,no_action_needed
S0034,3,no_action_needed
S0034,4,no_action_needed
S0034,5,no_action_needed
S0034,6,no_action_needed
S0034,7,no_action_needed
S0035,1,no_action_needed
S0035,2,no_action_needed
S0035,3,referred
S0035,4,referred
S0035,5,referred
S0035,6,referred
S0035,7,referred
S0036,1,no_action_needed
S0036,2,no_action_needed
S0036,3,referred
S0036,4,referred
S0036,5,referred
S0036,6,referred
S0036,7,referred
S0037,1,no_action_needed
S0037,2,no_action_needed
S0037,3,no_action_needed
S0037,4,no_action_needed
S0037,5,no_action_needed
S0037,6,no_action_needed
S0037,7,no_action_needed
S0038,1,no_action_needed
S0038,2,no_action_needed
S0038,3,no_action_needed
S0038,4,no_action_needed
S0038,5,no_action_needed
S0038,6,no_action_needed
S0038,7,no_action_needed
S0039,1,no_action_needed
S0039,2,no_action_needed
S0039,3,no_action_needed
S0039,4,no_action_needed
S0039,5,no_action_needed
S0039,6,no_action_needed
S0039,7,no_action_needed
S0040,1,no_action_needed
S0040,2,no_action_needed
S0040,3,no_action_needed
S0040,4,no_action_needed
S0040,5,no_action_needed
S0040,6,no_action_needed
S0040,7,no_action_needed
S0041,1,referred
S0041,2,referred
S0041,3,referred
S0041,4,referred
S0041,5,improved
S0041,6,improved
S0041,7,improved
S0042,1,no_action_needed
S0042,2,no_action_needed
S0042,3,no_action_needed
S0042,4,no_action_needed
S0042,5,no_action_needed
S0042,6,no_action_needed
S0042,7,no_action_needed
S0043,1,no_action_needed
S0043,2,no_action_needed
S0043,3,no_action_needed
S0043,4,unresolved
S0043,5,unresolved
S0043,6,unresolved
S0043,7,unresolved
S0044,1,no_action_needed
S0044,2,no_action_needed
S0044,3,no_action_needed
S0044,4,unresolved
S0044,5,unresolved
S0044,6,unresolved
S0044,7,unresolved
S0045,1,no_action_needed
S0045,2,no_action_needed
S0045,3,no_action_needed
S0045,4,no_action_needed
S0045,5,no_action_needed
S0045,6,no_action_needed
S0045,7,no_action_needed
S0046,1,no_action_needed
S0046,2,no_action_needed
S0046,3,no_action_needed
S0046,4,no_action_needed
S0046,5,no_action_needed
S0046,6,no_action_needed
S0046,7,no_action_needed
S0047,1,no_action_needed
S0047,2,no_action_needed
S0047,3,no_action_needed
S0047,4,no_action_needed
S0047,5,no_action_needed
S0047,6,no_action_needed
S0047,7,no_action_needed
S0048,1,no_action_needed
S0048,2,no_action_needed
S0048,3,no_action_needed
S0048,4,no_action_needed
S0048,5,no_action_needed
S0048,6,no_action_needed
S0048,7,no_action_needed
S0049,1,no_action_needed
S0049,2,no_action_needed
S0049,3,no_action_needed
S0049,4,no_action_needed
S0049,5,no_action_needed
S0049,6,no_action_needed
S0049,7,no_action_needed
S0050,1,no_action_needed
S0050,2,no_action_needed
S0050,3,no_action_needed
S0050,4,no_action_needed
S0050,5,no_action_needed
S0050,6,no_action_needed
S0050,7,no_action_needed
S0051,1,no_action_needed
S0051,2,no_action_needed
S0051,3,no_action_needed
S0051,4,no_action_needed
S0051,5,no_action_needed
S0051,6,no_action_needed
S0051,7,no_action_needed
S0052,1,no_action_needed
S0052,2,no_action_needed
S0052,3,referred
S0052,4,referred
S0052,5,referred
S0052,6,referred
S0052,7,referred
S0053,1,no_action_needed
S0053,2,no_action_needed
S0053,3,no_action_needed
S0053,4,no_action_needed
S0053,5,no_action_needed
S0053,6,no_action_needed
S0053,7,no_action_needed
S0054,1,no_action_needed
S0054,2,no_action_needed
S0054,3,no_action_needed
S0054,4,no_action_needed
S0054,5,no_action_needed
S0054,6,no_action_needed
S0054,7,no_action_needed
S0055,1,no_action_needed
S0055,2,no_action_needed
S0055,3,no_action_needed
S0055,4,no_action_needed
S0055,5,no_action_needed
S0055,6,no_action_needed
S0055,7,no_action_needed
S0056,1,no_action_needed
S0056,2,no_action_needed
S0056,3,no_action_needed
S0056,4,unresolved
S0056,5,unresolved
S0056,6,unresolved
S0056,7,unresolved
S0057,1,no_action_needed
S0057,2,no_action_needed
S0057,3,referred
S0057,4,referred
S0057,5,referred
S0057,6,referred
S0057,7,referred
S0058,1,no_action_needed
S0058,2,no_action_needed
S0058,3,no_action_needed
S0058,4,no_action_needed
S0058,5,no_action_needed
S0058,6,no_action_needed
S0058,7,no_action_needed
S0059,1,no_action_needed
S0059,2,no_action_needed
S0059,3,no_action_needed
S0059,4,no_action_needed
S0059,5,no_action_needed
S0059,6,no_action_needed
S0059,7,no_action_needed
S0060,1,no_action_needed
S0060,2,no_action_needed
S0060,3,no_action_needed
S0060,4,unresolved
S0060,5,unresolved
S0060,6,unresolved
S0060,7,unresolved
S0061,1,no_action_needed
S0061,2,no_action_needed
S0061,3,referred
S0061,4,referred
S0061,5,referred
S0061,6,referred
S0061,7,referred
S0062,1,no_action_needed
S0062,2,no_action_needed
S0062,3,no_action_needed
S0062,4,no_action_needed
S0062,5,no_action_needed
S0062,6,no_action_needed
S0062,7,no_action_needed
S0063,1,no_action_needed
S0063,2,no_action_needed
S0063,3,no_action_needed
S0063,4,no_action_needed
S0063,5,no_action_needed
S0063,6,no_action_needed
S0063,7,no_action_needed
S0064,1,no_action_needed
S0064,2,no_action_needed
S0064,3,no_action_needed
S0064,4,no_action_needed
S0064,5,no_action_needed
S0064,6,no_action_needed
S0064,7,no_action_needed
S0065,1,referred
S0065,2,referred
S0065,3,referred
S0065,4,referred
S0065,5,improved
S0065,6,improved
S0065,7,improved
S0066,1,no_action_needed
S0066,2,no_action_needed
S0066,3,no_action_needed
S0066,4,no_action_needed
S0066,5,no_action_needed
S0066,6,no_action_needed
S0066,7,no_action_needed
S0067,1,no_action_needed
S0067,2,no_action_needed
S0067,3,referred
S0067,4,referred
S0067,5,referred
S0067,6,referred
S0067,7,referred
S0068,1,no_action_needed
S0068,2,no_action_needed
S0068,3,no_action_needed
S0068,4,no_action_needed
S0068,5,no_action_needed
S0068,6,no_action_needed
S0068,7,no_action_needed
S0069,1,no_action_needed
S0069,2,no_action_needed
S0069,3,no_action_needed
S0069,4,no_action_needed
S0069,5,no_action_needed
S0069,6,no_action_needed
S0069,7,no_action_needed
S0070,1,no_action_needed
S0070,2,no_action_needed
S0070,3,no_action_needed
S0070,4,no_action_needed
S0070,5,no_action_needed
S0070,6,no_action_needed
S0070,7,no_action_needed
S0071,1,no_action_needed
S0071,2,no_action_needed
S0071,3,no_action_needed
S0071,4,no_action_needed
S0071,5,no_action_needed
S0071,6,no_action_needed
S0071,7,no_action_needed
S0072,1,no_action_needed
S0072,2,no_action_needed
S0072,3,no_action_needed
S0072,4,no_action_needed
S0072,5,no_action_needed
S0072,6,no_action_needed
S0072,7,no_action_needed
S0073,1,no_action_needed
S0073,2,no_action_needed
S0073,3,no_action_needed
S0073,4,no_action_needed
S0073,5,no_action_needed
S0073,6,no_action_needed
S0073,7,no_action_needed
S0074,1,no_action_needed
S0074,2,no_action_needed
S0074,3,no_action_needed
S0074,4,no_action_needed
S0074,5,no_action_needed
S0074,6,no_action_needed
S0074,7,no_action_needed
S0075,1,no_action_needed
S0075,2,no_action_needed
S0075,3,no_action_needed
S0075,4,no_action_needed
S0075,5,no_action_needed
S0075,6,no_action_needed
S0075,7,no_action_needed
S0076,1,no_action_needed
S0076,2,no_action_needed
S0076,3,no_action_needed
S0076,4,no_action_needed
S0076,5,no_action_needed
S0076,6,no_action_needed
S0076,7,no_action_needed
S0077,1,no_action_needed
S0077,2,no_action_needed
S0077,3,no_action_needed
S0077,4,no_action_needed
S0077,5,no_action_needed
S0077,6,no_action_needed
S0077,7,no_action_needed
S0078,1,no_action_needed
S0078,2,no_action_needed
S0078,3,no_action_needed
S0078,4,no_action_needed
S0078,5,no_action_needed
S0078,6,no_action_needed
S0078,7,no_action_needed
S0079,1,no_action_needed
S0079,2,no_action_needed
S0079,3,no_action_needed
S0079,4,no_action_needed
S0079,5,no_action_needed
S0079,6,no_action_needed
S0079,7,no_action_needed
S0080,1,no_action_needed
S0080,2,no_action_needed
S0080,3,no_action_needed
S0080,4,no_action_needed
S0080,5,no_action_needed
S0080,6,no_action_needed
S0080,7,no_action_needed
S0081,1,no_action_needed
S0081,2,no_action_needed
S0081,3,referred
S0081,4,referred
S0081,5,referred
S0081,6,referred
S0081,7,referred
S0082,1,no_action_needed
S0082,2,no_action_needed
S0082,3,no_action_needed
S0082,4,unresolved
S0082,5,unresolved
S0082,6,unresolved
S0082,7,unresolved
S0083,1,no_action_needed
S0083,2,no_action_needed
S0083,3,no_action_needed
S0083,4,no_action_needed
S0083,5,no_action_needed
S0083,6,no_action_needed
S0083,7,no_action_needed
S0084,1,referred
S0084,2,referred
S0084,3,referred
S0084,4,referred
S0084,5,improved
S0084,6,improved
S0084,7,improved
S0085,1,no_action_needed
S0085,2,no_action_needed
S0085,3,no_action_needed
S0085,4,unresolved
S0085,5,unresolved
S0085,6,unresolved
S0085,7,unresolved
S0086,1,no_action_needed
S0086,2,no_action_needed
S0086,3,no_action_needed
S0086,4,no_action_needed
S0086,5,no_action_needed
S0086,6,no_action_needed
S0086,7,no_action_needed
S0087,1,no_action_needed
S0087,2,no_action_needed
S0087,3,no_action_needed
S0087,4,unresolved
S0087,5,unresolved
S0087,6,unresolved
S0087,7,unresolved
S0088,1,no_action_needed
S0088,2,no_action_needed
S0088,3,no_action_needed
S0088,4,no_action_needed
S0088,5,no_action_needed
S0088,6,no_action_needed
S0088,7,no_action_needed
S0089,1,no_action_needed
S0089,2,no_action_needed
S0089,3,no_action_needed
S0089,4,dropped_course
S0089,5,dropped_course
S0089,6,dropped_course
S0089,7,dropped_course
S0090,1,no_action_needed
S0090,2,no_action_needed
S0090,3,no_action_needed
S0090,4,no_action_needed
S0090,5,no_action_needed
S0090,6,no_action_needed
S0090,7,no_action_needed
S0091,1,no_action_needed
S0091,2,no_action_needed
S0091,3,no_action_needed
S0091,4,unresolved
S0091,5,unresolved
S0091,6,unresolved
S0091,7,unresolved
S0092,1,no_action_needed
S0092,2,no_action_needed
S0092,3,no_action_needed
S0092,4,no_action_needed
S0092,5,no_action_needed
S0092,6,no_action_needed
S0092,7,no_action_needed
S0093,1,no_action_needed
S0093,2,no_action_needed
S0093,3,no_action_needed
S0093,4,no_action_needed
S0093,5,no_action_needed
S0093,6,no_action_needed
S0093,7,no_action_needed
S0094,1,no_action_needed
S0094,2,no_action_needed
S0094,3,no_action_needed
S0094,4,no_action_needed
S0094,5,no_action_needed
S0094,6,no_action_needed
S0094,7,no_action_needed
S0095,1,no_action_needed
S0095,2,no_action_needed
S0095,3,no_action_needed
S0095,4,no_action_needed
S0095,5,no_action_needed
S0095,6,no_action_needed
S0095,7,no_action_needed
S0096,1,referred
S0096,2,referred
S0096,3,referred
S0096,4,referred
S0096,5,improved
S0096,6,improved
S0096,7,improved
S0097,1,no_action_needed
S0097,2,no_action_needed
S0097,3,no_action_needed
S0097,4,no_action_needed
S0097,5,no_action_needed
S0097,6,no_action_needed
S0097,7,no_action_needed
S0098,1,no_action_needed
S0098,2,no_action_needed
S0098,3,no_action_needed
S0098,4,unresolved
S0098,5,unresolved
S0098,6,unresolved
S0098,7,unresolved
S0099,1,no_action_needed
S0099,2,no_action_needed
S0099,3,no_action_needed
S0099,4,unresolved
S0099,5,unresolved
S0099,6,unresolved
S0099,7,unresolved
S0100,1,no_action_needed
S0100,2,no_action_needed
S0100,3,no_action_needed
S0100,4,dropped_course
S0100,5,dropped_course
S0100,6,dropped_course
S0100,7,dropped_course
S0101,1,no_action_needed
S0101,2,no_action_needed
S0101,3,no_action_needed
S0101,4,no_action_needed
S0101,5,no_action_needed
S0101,6,no_action_needed
S0101,7,no_action_needed
S0102,1,no_action_needed
S0102,2,no_action_needed
S0102,3,no_action_needed
S0102,4,no_action_needed
S0102,5,no_action_needed
S0102,6,no_action_needed
S0102,7,no_action_needed
S0103,1,no_action_needed
S0103,2,no_action_needed
S0103,3,referred
S0103,4,referred
S0103,5,referred
S0103,6,referred
S0103,7,referred
S0104,1,no_action_needed
S0104,2,no_action_needed
S0104,3,no_action_needed
S0104,4,no_action_needed
S0104,5,no_action_needed
S0104,6,no_action_needed
S0104,7,no_action_needed
S0105,1,no_action_needed
S0105,2,no_action_needed
S0105,3,no_action_needed
S0105,4,no_action_needed
S0105,5,no_action_needed
S0105,6,no_action_needed
S0105,7,no_action_needed
S0106,1,no_action_needed
S0106,2,no_action_needed
S0106,3,no_action_needed
S0106,4,no_action_needed
S0106,5,no_action_needed
S0106,6,no_action_needed
S0106,7,no_action_needed
S0107,1,no_action_needed
S0107,2,no_action_needed
S0107,3,no_action_needed
S0107,4,unresolved
S0107,5,unresolved
S0107,6,unresolved
S0107,7,unresolved
S0108,1,no_action_needed
S0108,2,no_action_needed
S0108,3,referred
S0108,4,referred
S0108,5,referred
S0108,6,referred
S0108,7,referred
S0109,1,no_action_needed
S0109,2,no_action_needed
S0109,3,no_action_needed
S0109,4,unresolved
S0109,5,unresolved
S0109,6,unresolved
S0109,7,unresolved
S0110,1,no_action_needed
S0110,2,no_action_needed
S0110,3,no_action_needed
S0110,4,no_action_needed
S0110,5,no_action_needed
S0110,6,no_action_needed
S0110,7,no_action_needed
S0111,1,no_action_needed
S0111,2,no_action_needed
S0111,3,no_action_needed
S0111,4,unresolved
S0111,5,unresolved
S0111,6,unresolved
S0111,7,unresolved
S0112,1,no_action_needed
S0112,2,no_action_needed
S0112,3,no_action_needed
S0112,4,unresolved
S0112,5,unresolved
S0112,6,unresolved
S0112,7,unresolved
S0113,1,no_action_needed
S0113,2,no_action_needed
S0113,3,no_action_needed
S0113,4,no_action_needed
S0113,5,no_action_needed
S0113,6,no_action_needed
S0113,7,no_action_needed
S0114,1,no_action_needed
S0114,2,no_action_needed
S0114,3,no_action_needed
S0114,4,dropped_course
S0114,5,dropped_course
S0114,6,dropped_course
S0114,7,dropped_course
S0115,1,no_action_needed
S0115,2,no_action_needed
S0115,3,no_action_needed
S0115,4,dropped_course
S0115,5,dropped_course
S0115,6,dropped_course
S0115,7,dropped_course
S0116,1,no_action_needed
S0116,2,no_action_needed
S0116,3,no_action_needed
S0116,4,unresolved
S0116,5,unresolved
S0116,6,unresolved
S0116,7,unresolved
S0117,1,no_action_needed
S0117,2,no_action_needed
S0117,3,no_action_needed
S0117,4,no_action_needed
S0117,5,no_action_needed
S0117,6,no_action_needed
S0117,7,no_action_needed
S0118,1,no_action_needed
S0118,2,no_action_needed
S0118,3,no_action_needed
S0118,4,dropped_course
S0118,5,dropped_course
S0118,6,dropped_course
S0118,7,dropped_course
S0119,1,no_action_needed
S0119,2,no_action_needed
S0119,3,no_action_needed
S0119,4,no_action_needed
S0119,5,no_action_needed
S0119,6,no_action_needed
S0119,7,no_action_needed
S0120,1,referred
S0120,2,referred
S0120,3,referred
S0120,4,referred
S0120,5,improved
S0120,6,improved
S0120,7,improved
S0121,1,no_action_needed
S0121,2,no_action_needed
S0121,3,referred
S0121,4,referred
S0121,5,referred
S0121,6,referred
S0121,7,referred
S0122,1,no_action_needed
S0122,2,no_action_needed
S0122,3,referred
S0122,4,referred
S0122,5,referred
S0122,6,referred
S0122,7,referred
S0123,1,no_action_needed
S0123,2,no_action_needed
S0123,3,no_action_needed
S0123,4,no_action_needed
S0123,5,no_action_needed
S0123,6,no_action_needed
S0123,7,no_action_needed
S0124,1,no_action_needed
S0124,2,no_action_needed
S0124,3,no_action_needed
S0124,4,no_action_needed
S0124,5,no_action_needed
S0124,6,no_action_needed
S0124,7,no_action_needed
S0125,1,no_action_needed
S0125,2,no_action_needed
S0125,3,no_action_needed
S0125,4,no_action_needed
S0125,5,no_action_needed
S0125,6,no_action_needed
S0125,7,no_action_needed
S0126,1,no_action_needed
S0126,2,no_action_needed
S0126,3,no_action_needed
S0126,4,no_action_needed
S0126,5,no_action_needed
S0126,6,no_action_needed
S0126,7,no_action_needed
S0127,1,no_action_needed
S0127,2,no_action_needed
S0127,3,no_action_needed
S0127,4,no_action_needed
S0127,5,no_action_needed
S0127,6,no_action_needed
S0127,7,no_action_needed
S0128,1,no_action_needed
S0128,2,no_action_needed
S0128,3,no_action_needed
S0128,4,no_action_needed
S0128,5,no_action_needed
S0128,6,no_action_needed
S0128,7,no_action_needed
S0129,1,no_action_needed
S0129,2,no_action_needed
S0129,3,no_action_needed
S0129,4,no_action_needed
S0129,5,no_action_needed
S0129,6,no_action_needed
S0129,7,no_action_needed
S0130,1,no_action_needed
S0130,2,no_action_needed
S0130,3,no_action_needed
S0130,4,unresolved
S0130,5,unresolved
S0130,6,unresolved
S0130,7,unresolved
S0131,1,no_action_needed
S0131,2,no_action_needed
S0131,3,no_action_needed
S0131,4,dropped_course
S0131,5,dropped_course
S0131,6,dropped_course
S0131,7,dropped_course
S0132,1,no_action_needed
S0132,2,no_action_needed
S0132,3,no_action_needed
S0132,4,no_action_needed
S0132,5,no_action_needed
S0132,6,no_action_needed
S0132,7,no_action_needed
S0133,1,no_action_needed
S0133,2,no_action_needed
S0133,3,no_action_needed
S0133,4,no_action_needed
S0133,5,no_action_needed
S0133,6,no_action_needed
S0133,7,no_action_needed
S0134,1,no_action_needed
S0134,2,no_action_needed
S0134,3,referred
S0134,4,referred
S0134,5,referred
S0134,6,referred
S0134,7,referred
S0135,1,no_action_needed
S0135,2,no_action_needed
S0135,3,no_action_needed
S0135,4,unresolved
S0135,5,unresolved
S0135,6,unresolved
S0135,7,unresolved
S0136,1,no_action_needed
S0136,2,no_action_needed
S0136,3,no_action_needed
S0136,4,no_action_needed
S0136,5,no_action_needed
S0136,6,no_action_needed
S0136,7,no_action_needed
S0137,1,no_action_needed
S0137,2,no_action_needed
S0137,3,no_action_needed
S0137,4,no_action_needed
S0137,5,no_action_needed
S0137,6,no_action_needed
S0137,7,no_action_needed
S0138,1,no_action_needed
S0138,2,no_action_needed
S0138,3,no_action_needed
S0138,4,no_action_needed
S0138,5,no_action_needed
S0138,6,no_action_needed
S0138,7,no_action_needed
S0139,1,no_action_needed
S0139,2,no_action_needed
S0139,3,no_action_needed
S0139,4,no_action_needed
S0139,5,no_action_needed
S0139,6,no_action_needed
S0139,7,no_action_needed
S0140,1,no_action_needed
S0140,2,no_action_needed
S0140,3,no_action_needed
S0140,4,unresolved
S0140,5,unresolved
S0140,6,unresolved
S0140,7,unresolved
S0141,1,no_action_needed
S0141,2,no_action_needed
S0141,3,referred
S0141,4,referred
S0141,5,referred
S0141,6,referred
S0141,7,referred
S0142,1,no_action_needed
S0142,2,no_action_needed
S0142,3,no_action_needed
S0142,4,unresolved
S0142,5,unresolved
S0142,6,unresolved
S0142,7,unresolved
S0143,1,no_action_needed
S0143,2,no_action_needed
S0143,3,referred
S0143,4,referred
S0143,5,referred
S0143,6,referred
S0143,7,referred
S0144,1,no_action_needed
S0144,2,no_action_needed
S0144,3,no_action_needed
S0144,4,no_action_needed
S0144,5,no_action_needed
S0144,6,no_action_needed
S0144,7,no_action_needed
S0145,1,no_action_needed
S0145,2,no_action_needed
S0145,3,no_action_needed
S0145,4,unresolved
S0145,5,unresolved
S0145,6,unresolved
S0145,7,unresolved
S0146,1,no_action_needed
S0146,2,no_action_needed
S0146,3,no_action_needed
S0146,4,no_action_needed
S0146,5,no_action_needed
S0146,6,no_action_needed
S0146,7,no_action_needed
S0147,1,no_action_needed
S0147,2,no_action_needed
S0147,3,no_action_needed
S0147,4,no_action_needed
S0147,5,no_action_needed
S0147,6,no_action_needed
S0147,7,no_action_needed
S0148,1,no_action_needed
S0148,2,no_action_needed
S0148,3,referred
S0148,4,referred
S0148,5,referred
S0148,6,referred
S0148,7,referred
S0149,1,no_action_needed
S0149,2,no_action_needed
S0149,3,no_action_needed
S0149,4,no_action_needed
S0149,5,no_action_needed
S0149,6,no_action_needed
S0149,7,no_action_needed
S0150,1,no_action_needed
S0150,2,no_action_needed
S0150,3,no_action_needed
S0150,4,no_action_needed
S0150,5,no_action_needed
S0150,6,no_action_needed
S0150,7,no_action_needed
S0151,1,no_action_needed
S0151,2,no_action_needed
S0151,3,no_action_needed
S0151,4,unresolved
S0151,5,unresolved
S0151,6,unresolved
S0151,7,unresolved
S0152,1,no_action_needed
S0152,2,no_action_needed
S0152,3,no_action_needed
S0152,4,no_action_needed
S0152,5,no_action_needed
S0152,6,no_action_needed
S0152,7,no_action_needed
S0153,1,no_action_needed
S0153,2,no_action_needed
S0153,3,no_action_needed
S0153,4,unresolved
S0153,5,unresolved
S0153,6,unresolved
S0153,7,unresolved
S0154,1,no_action_needed
S0154,2,no_action_needed
S0154,3,no_action_needed
S0154,4,no_action_needed
S0154,5,no_action_needed
S0154,6,no_action_needed
S0154,7,no_action_needed
S0155,1,no_action_needed
S0155,2,no_action_needed
S0155,3,no_action_needed
S0155,4,no_action_needed
S0155,5,no_action_needed
S0155,6,no_action_needed
S0155,7,no_action_needed
S0156,1,no_action_needed
S0156,2,no_action_needed
S0156,3,no_action_needed
S0156,4,no_action_needed
S0156,5,no_action_needed
S0156,6,no_action_needed
S0156,7,no_action_needed
S0157,1,no_action_needed
S0157,2,no_action_needed
S0157,3,referred
S0157,4,referred
S0157,5,referred
S0157,6,referred
S0157,7,referred
S0158,1,no_action_needed
S0158,2,no_action_needed
S0158,3,no_action_needed
S0158,4,no_action_needed
S0158,5,no_action_needed
S0158,6,no_action_needed
S0158,7,no_action_needed
S0159,1,no_action_needed
S0159,2,no_action_needed
S0159,3,no_action_needed
S0159,4,dropped_course
S0159,5,dropped_course
S0159,6,dropped_course
S0159,7,dropped_course
S0160,1,no_action_needed
S0160,2,no_action_needed
S0160,3,referred
S0160,4,referred
S0160,5,referred
S0160,6,referred
S0160,7,referred
S0161,1,no_action_needed
S0161,2,no_action_needed
S0161,3,referred
S0161,4,referred
S0161,5,referred
S0161,6,referred
S0161,7,referred
S0162,1,no_action_needed
S0162,2,no_action_needed
S0162,3,no_action_needed
S0162,4,no_action_needed
S0162,5,no_action_needed
S0162,6,no_action_needed
S0162,7,no_action_needed
S0163,1,no_action_needed
S0163,2,no_action_needed
S0163,3,no_action_needed
S0163,4,no_action_needed
S0163,5,no_action_needed
S0163,6,no_action_needed
S0163,7,no_action_needed
S0164,1,no_action_needed
S0164,2,no_action_needed
S0164,3,no_action_needed
S0164,4,unresolved
S0164,5,unresolved
S0164,6,unresolved
S0164,7,unresolved
